id,lat,long
1,35.0,-135.0
2,40.0,-135.0
3,45.0,-135.0
4,50.0,-135.0
5,55.0,-135.0
6,35.0,-130.0
7,40.0,-130.0
8,45.0,-130.0
9,50.0,-130.0
10,55.0,-130.0
11,35.0,-125.0
12,40.0,-125.0
13,45.0,-125.0
14,50.0,-125.0
15,55.0,-125.0
16,35.0,-120.0
17,40.0,-120.0
18,45.0,-120.0
19,50.0,-120.0
20,55.0,-120.0
21,35.0,-115.0
22,40.0,-115.0
23,45.0,-115.0
24,50.0,-115.0
25,55.0,-115.0
26,35.0,-110.0
27,40.0,-110.0
28,45.0,-110.0
29,50.0,-110.0
30,55.0,-111.0
